,author,title,source,date,target
15041,By Amy Sherman ,"People committed involuntarily for 72 hours under the Baker Act will get their guns back ""automatically and immediately upon discharge....and their commitment is never entered into a background check database.""",Mike Ryan," January 25, 2013",half-true
15042,By Louis Jacobson ,"Under President Barack Obama, ""8.3 (million) fewer Americans are working today than there were four years ago.""",Sean Hannity," January 25, 2013",false
15043,By Jake Berry ,We have the fourth highest in-state tuition for public universities in the country.,Maggie Hassan," January 25, 2013",true
15044,By W. Gardner Selby ,"""The last time Republicans held hostage a resolution to ensure that our country’s bills were paid cost us more than $1 billion in added interest and slowed the economic recovery.""",Lloyd  Doggett," January 25, 2013",half-true
15045,By Janel Davis ,"Says U.S. Rep. John Barrow, D-Ga., celebrates gun ownership even in the face of school shootings.",Coalition to Stop Gun Violence," January 25, 2013",pants-fire
15046,By Molly Moorhead ,"The tax penalty that the government imposes if you don't buy health insurance ""is lower than it would have cost to buy insurance.""",Ron DeSantis," January 24, 2013",true
15047,By Nancy Madsen ,"Says Virginia economic development officials ""decided they didn’t want to bid on"" his company's electric automobile plant.",Terry McAuliffe," January 24, 2013",false
15048,By Dave Umhoefer ,"The Milwaukee County Board’s staff grew from four workers to 38 over four decades and now costs taxpayers ""a lot more,"" while the total county workforce was more than cut in half in the same period.",Chris Abele," January 24, 2013",mostly-true
15049,By Bill Wichert ,"Says Chris Christie’s plan ""to kick-start our economy"" is to propose an ""income tax cut that disproportionately benefits the wealthy, and...he's still proposing it.""",Barbara Buono," January 24, 2013",pants-fire
15050,By Henry J. Gomez ,"Says Ohio’s economic recovery ""started in February 2010.""",Ted Strickland," January 24, 2013",mostly-true
15051,By Becky Bowers ,"""Even members of the NRA, when they were polled recently, were under the impression that everyone has a criminal background check.""",Jackie Speier," January 23, 2013",mostly-true
15052,By Louis Jacobson ,"""Poverty levels (are) at an all-time high.""",Bernie Sanders," January 23, 2013",barely-true
15053,By W. Gardner Selby ,"Says Texas will be ""majority Hispanic in six years.""",George P. Bush," January 23, 2013",barely-true
15054,By Eric Stirgus ,"""Wind powers nearly 13 million homes across the country.""",Jennette Gayer," January 23, 2013",mostly-true
15055,By C. Eugene Emery Jr. ,"""The governor does not have any power to veto a referendum [on same-sex marriage] that would be a constitutional amendment.""",Christopher Plante," January 23, 2013",mostly-true
15056,By Tom Feran ,"""It is ironic that (First Energy Corp. is) going to have a name on our (football stadium) where we (Cleveland Public Power) supply the electricity.""",Mike Polensek," January 22, 2013",true
15057,By Katie Sanders ,"Says Rick Scott’s proposal for election reform ""only mandates 48 hours of early voting.""",Pink Slip Rick," January 22, 2013",mostly-true
15058,By Katie Sanders ,"Says his elections proposal would allow ""a potential of 168 hours (of early voting), which I think is the most we’ve ever had.""",Rick Scott," January 22, 2013",true
15059,By Eric Stirgus ,Social Security has nothing to do with the federal deficit.,Hank Johnson," January 22, 2013",barely-true
15060,By Ian K. Kullgren ,"Says ""in this next biennium, the cost of primary and secondary education is going to increase by more that $1000 per student. Half of that $1000 – $500 per student – is accounted for by the increased cost of PERS alone.""",John  Kitzhaber," January 21, 2013",true
15061,By Katie Sanders ,"Says a recent study shows Florida students are second in the world in fourth grade reading, behind Singapore.",Rick Scott," January 21, 2013",mostly-true
15062,By Dave Umhoefer ,"""Nearly a quarter of all adults in this state have some college credit without a degree.""",Scott Walker," January 21, 2013",mostly-true
15063,By Nancy Madsen ,"Virginia ""spends less per student today than we did in 2008.""",David Toscano," January 21, 2013",true
15064,By W. Gardner Selby ,"Says Austin’s treated wastewater, put into the Colorado River, is of higher quality than water the city takes from the lake for public use.",Lee Leffingwell," January 21, 2013",half-true
15065,By Tom Feran ,"Abraham Lincoln ""visited and some say even danced in (the Ohio Senate) chamber.""",Keith Faber," January 21, 2013",true
15066,By Dave Umhoefer ,"""Thanks to Washington, nearly everyone will pay more in taxes in 2013. Somehow people think it's just the wealthy. It's not.""",Scott Walker," January 20, 2013",half-true
15067,By Caryn Shinske ,"""In total, we have added nearly 75,000 private sector jobs in New Jersey since we took office in January 2010.""",Chris Christie," January 20, 2013",true
15068,By Michael McKinney ,"""The average age of first marijuana use is 12.""",Protect Families First," January 20, 2013",false
15069,By Tom Kertscher ,"Kohl’s Department Stores in 2012 ""announced the creation of 3,000 new jobs.""",Scott Walker," January 19, 2013",half-true
15070,By Janie Har ,"""It costs $10,000 a year to keep a child in school; it costs $30,000 a year to keep someone in prison.""",John  Kitzhaber," January 18, 2013",true
15071,By Louis Jacobson ,"Since 1968, ""more Americans have died from gunfire than died in … all the wars of this country's history.""",Mark Shields," January 18, 2013",true
15072,By Louis Jacobson ,"In 2011, more people were murdered with knives, ""hands or feet"" or ""clubs and hammers"" than with any type of rifle.",Facebook posts," January 18, 2013",true
15073,By Tom Feran ,"""I am now the No. 2 member of this House in terms of length of service.""",William G. Batchelder," January 18, 2013",true
15074,By Janel Davis ,"In 2010, 2,694 young people were killed by gunfire. 1,773 were victims of homicide; 67 were elementary school-age children.",College presidents," January 18, 2013",mostly-true
15075,By C. Eugene Emery Jr. ,"The state budget proposal has been submitted ""on time and [it's] the earliest that a governor has done so in over two decades.""",Lincoln Chafee," January 18, 2013",true
15076,By Caryn Shinske ,"""Gross income tax receipts are exceeding the Administration’s projections for this fiscal year prior to Sandy.""",Chris Christie," January 17, 2013",true
15077,By Joe Guillen ,"""Unlike the gridlock in Washington, more than 80 percent of the bills we passed during this General Assembly had bipartisan support.""",Tom Niehaus," January 17, 2013",true
15078,By W. Gardner Selby ,Says Texas public school funding grew three times the rate of enrollment from 2002 to 2012.,Rick Perry," January 16, 2013",false
15079,By Amy Sherman ,"The United States has ""an immigration system where only 6.5 percent of people who come here, come here based on labor and skill.""",Marco Rubio," January 16, 2013",mostly-true
15080,By Tom Kertscher ,"""In Minnesota, well over 6,200 election-day registrations from 2008 proved fraudulent.""",Club for Growth," January 16, 2013",false
15081,By Tom Feran ,"Members of Congress ""specifically exempted themselves from many of the laws they have passed, such as being exempt from any fear of prosecution for sexual harassment"" ... (and) from the healthcare reform.""",Chain email," January 16, 2013",pants-fire
15082,By Janel Davis ,"U.S. Senate candidate Todd Akin was ""partly right"" that a woman's body has a way of shutting down so that a pregnancy doesn't occur if she's raped.",Phil Gingrey," January 16, 2013",false
15083,By C. Eugene Emery Jr. ,"""Semi-automatic weapons, whether pistol or rifle, were designed for use by the military on the battlefield.""",Providence City Council," January 16, 2013",false
15084,By Katie Sanders ,"""I sponsored the amendment that expanded the hours of early voting so that people who have irregular work schedules could vote.""",Don Gaetz," January 15, 2013",half-true
15085,By Sue Owen ,"Says in ""our region,"" 2011 was worst drought year ever recorded.",Kirk Watson," January 15, 2013",true
15086,By Willoughby Mariano ,"The fiscal cliff deal ""increased spending.""",Tom Price," January 15, 2013",half-true
15087,By Jake Berry ,"""Even if you took literally every single ounce of platinum in the world, it still wouldn’t add up to enough needed to pay down our nation’s debt.""",National Republican Congressional Committee," January 14, 2013",true
15088,By Dave Umhoefer ,"""200 consumer laws were destroyed"" in 2011 when Gov. Scott Walker signed Act 92.",Vince Megna," January 14, 2013",false
15089,By Sabrina Eaton ,"Seven of America’s 10 wealthiest counties are in the Washington, D.C., area.",Jim Jordan," January 14, 2013",true
15090,By Eric Stirgus ,"""[W]e see America's prison population exploding, with America having a greater percentage of its people behind bars than any other nation in the world!""",Hank Johnson," January 14, 2013",mostly-true
15091,By Tom Kertscher ,"Since the federal Violence Against Women Act was adopted in 1994, ""cases of domestic violence have fallen by 67 percent.""",Gwen Moore," January 13, 2013",mostly-true
15092,By Bill Wichert ,"Says ""how much money the government is collecting from people...in terms of the gross domestic product"" is ""the lowest in 40, 50 years.""",Bill Pascrell," January 13, 2013",mostly-true
15093,By Michael McKinney ,"""The amount of money that we put into running our own state legislature is nearly as much as we put into the University of Rhode Island.""",Dawson Hodgson," January 13, 2013",false
15094,By Ian K. Kullgren ,"Says if you are on your bike in a crosswalk, all you have to do is dip your wheel into the road and cars must legally stop.",BikePortland.org," January 11, 2013",true
15095,By Amy Sherman ,"Says Chuck Hagel ""opposed sanctions against Iran.""",Ileana Ros-Lehtinen," January 11, 2013",half-true
15096,By Sue Owen ,Says 11 states have more people on welfare than employed.,Chain email," January 11, 2013",pants-fire
15097,By Tom Feran ,"Members of Congress can ""retire with the same pay after only one term"" in office",Chain email," January 11, 2013",pants-fire
15098,By Willoughby Mariano ,"The fiscal cliff deal ""ultimately raised taxes.""",Tom Price," January 11, 2013",half-true
